#ID = Human_miRNA
#miRNA_ID = miRNA symbol (Human)
#Human_miRBase = miRBase ID (Human)
#SPOT_ID = control
ID	miRNA_ID	Human_miRBase	SPOT_ID
hsa-miR-548ah-3p/hsa-miR-548av-3p/hsa-miR-548o-3p	hsa-miR-548ah-3p/hsa-miR-548av-3p/hsa-miR-548o-3p		
hsa-miR-548ah-5p	hsa-miR-548ah-5p	MIMAT0018972	
hsa-miR-548ai/hsa-miR-570-5p	hsa-miR-548ai/hsa-miR-570-5p		
hsa-miR-548aj-3p	hsa-miR-548aj-3p	MIMAT0018990	
hsa-miR-548aj-5p/hsa-miR-548g-5p/hsa-miR-548x-5p	hsa-miR-548aj-5p/hsa-miR-548g-5p/hsa-miR-548x-5p		
hsa-miR-548ak	hsa-miR-548ak	MIMAT0019013	
hsa-miR-548al	hsa-miR-548al	MIMAT0019024	
hsa-miR-548am-3p	hsa-miR-548am-3p	MIMAT0019076	
hsa-miR-548am-5p/hsa-miR-548au-5p/hsa-miR-548c-5p/hsa-miR-548o-5p	hsa-miR-548am-5p/hsa-miR-548au-5p/hsa-miR-548c-5p/hsa-miR-548o-5p		
hsa-miR-548am-5p/hsa-miR-548c-5p/hsa-miR-548o-5p	hsa-miR-548am-5p/hsa-miR-548c-5p/hsa-miR-548o-5p		
hsa-miR-548an	hsa-miR-548an	MIMAT0019079	
hsa-miR-548ao-3p	hsa-miR-548ao-3p	MIMAT0021030	
hsa-miR-548ao-5p	hsa-miR-548ao-5p	MIMAT0021029	
hsa-miR-548ap-5p/hsa-miR-548j	hsa-miR-548ap-5p/hsa-miR-548j		
hsa-miR-548aq-3p	hsa-miR-548aq-3p	MIMAT0022264	
hsa-miR-548aq-5p	hsa-miR-548aq-5p	MIMAT0022263	
hsa-miR-548ar-3p	hsa-miR-548ar-3p	MIMAT0022266	
hsa-miR-548ar-5p	hsa-miR-548ar-5p	MIMAT0022265	
hsa-miR-548as-3p	hsa-miR-548as-3p	MIMAT0022268	
hsa-miR-548as-5p	hsa-miR-548as-5p	MIMAT0022267	
hsa-miR-548at-3p	hsa-miR-548at-3p	MIMAT0022278	
hsa-miR-548at-5p	hsa-miR-548at-5p	MIMAT0022277	
hsa-miR-548au-3p	hsa-miR-548au-3p	MIMAT0022292	
hsa-miR-548av-5p/hsa-miR-548k	hsa-miR-548av-5p/hsa-miR-548k		
hsa-miR-548aw	hsa-miR-548aw	MIMAT0022471	
hsa-miR-548ax	hsa-miR-548ax	MIMAT0022474	
hsa-miR-548b-3p	hsa-miR-548b-3p	MIMAT0003254	
hsa-miR-548b-5p	hsa-miR-548b-5p	MIMAT0004798	
hsa-miR-548c-3p	hsa-miR-548c-3p	MIMAT0003285	
hsa-miR-548d-3p	hsa-miR-548d-3p	MIMAT0003323	
hsa-miR-548d-5p	hsa-miR-548d-5p	MIMAT0004812	
hsa-miR-548e	hsa-miR-548e	MIMAT0005874	
hsa-miR-548f	hsa-miR-548f	MIMAT0005895	
hsa-miR-548g-3p	hsa-miR-548g-3p	MIMAT0005912	
hsa-miR-548h-3p/hsa-miR-548z	hsa-miR-548h-3p/hsa-miR-548z		
hsa-miR-548h-5p	hsa-miR-548h-5p	MIMAT0005928	
hsa-miR-548i	hsa-miR-548i	MIMAT0005935	
hsa-miR-548j	hsa-miR-548j	MIMAT0005875	
hsa-miR-548k	hsa-miR-548k	MIMAT0005882	
hsa-miR-548l	hsa-miR-548l	MIMAT0005889	
hsa-miR-548m	hsa-miR-548m	MIMAT0005917	
hsa-miR-548n	hsa-miR-548n	MIMAT0005916	
hsa-miR-548o-3p	hsa-miR-548o-3p	MIMAT0005919	
hsa-miR-548p	hsa-miR-548p	MIMAT0005934	
hsa-miR-548q	hsa-miR-548q	MIMAT0011163	
hsa-miR-548s	hsa-miR-548s	MIMAT0014987	
hsa-miR-548t-5p	hsa-miR-548t-5p	MIMAT0015009	
hsa-miR-548u	hsa-miR-548u	MIMAT0015013	
hsa-miR-548v	hsa-miR-548v	MIMAT0015020	
hsa-miR-548w	hsa-miR-548w	MIMAT0015060	
hsa-miR-548x-3p	hsa-miR-548x-3p	MIMAT0015081	
hsa-miR-548y	hsa-miR-548y	MIMAT0018354	
hsa-miR-549	hsa-miR-549	MIMAT0003333	
hsa-miR-550a-3-5p/hsa-miR-550a-5p	hsa-miR-550a-3-5p/hsa-miR-550a-5p		
hsa-miR-550a-3p	hsa-miR-550a-3p	MIMAT0003257	
hsa-miR-550a-5p	hsa-miR-550a-5p	MIMAT0004800	
hsa-miR-550b-2-5p	hsa-miR-550b-2-5p	MIMAT0022737	
hsa-miR-550b-3p	hsa-miR-550b-3p	MIMAT0018445	
hsa-miR-551a	hsa-miR-551a	MIMAT0003214	
hsa-miR-551b-3p	hsa-miR-551b-3p	MIMAT0003233	
hsa-miR-551b-5p	hsa-miR-551b-5p	MIMAT0004794	
hsa-miR-552	hsa-miR-552	MIMAT0003215	
hsa-miR-553	hsa-miR-553	MIMAT0003216	
hsa-miR-554	hsa-miR-554	MIMAT0003217	
hsa-miR-555	hsa-miR-555	MIMAT0003219	
hsa-miR-556-3p	hsa-miR-556-3p	MIMAT0004793	
hsa-miR-556-5p	hsa-miR-556-5p	MIMAT0003220	
hsa-miR-557	hsa-miR-557	MIMAT0003221	
hsa-miR-5571-3p	hsa-miR-5571-3p	MIMAT0022258	
hsa-miR-5571-5p	hsa-miR-5571-5p	MIMAT0022257	
hsa-miR-5572	hsa-miR-5572	MIMAT0022260	
hsa-miR-5579-3p	hsa-miR-5579-3p	MIMAT0022270	
hsa-miR-5579-5p	hsa-miR-5579-5p	MIMAT0022269	
hsa-miR-558	hsa-miR-558	MIMAT0003222	
hsa-miR-5580-3p	hsa-miR-5580-3p	MIMAT0022274	
hsa-miR-5580-5p	hsa-miR-5580-5p	MIMAT0022273	
hsa-miR-5581-3p	hsa-miR-5581-3p	MIMAT0022276	
hsa-miR-5581-5p	hsa-miR-5581-5p	MIMAT0022275	
hsa-miR-5582-3p	hsa-miR-5582-3p	MIMAT0022280	
hsa-miR-5582-5p	hsa-miR-5582-5p	MIMAT0022279	
hsa-miR-5583-3p	hsa-miR-5583-3p	MIMAT0022282	
hsa-miR-5583-5p	hsa-miR-5583-5p	MIMAT0022281	
hsa-miR-5584-3p	hsa-miR-5584-3p	MIMAT0022284	
hsa-miR-5584-5p	hsa-miR-5584-5p	MIMAT0022283	
hsa-miR-5585-3p	hsa-miR-5585-3p	MIMAT0022286	
hsa-miR-5585-5p	hsa-miR-5585-5p	MIMAT0022285	
hsa-miR-5586-3p	hsa-miR-5586-3p	MIMAT0022288	
hsa-miR-5586-5p	hsa-miR-5586-5p	MIMAT0022287	
hsa-miR-5587-3p	hsa-miR-5587-3p	MIMAT0022290	
hsa-miR-5587-5p	hsa-miR-5587-5p	MIMAT0022289	
hsa-miR-5588-3p	hsa-miR-5588-3p	MIMAT0022296	
hsa-miR-5588-5p	hsa-miR-5588-5p	MIMAT0022295	
hsa-miR-5589-3p	hsa-miR-5589-3p	MIMAT0022298	
hsa-miR-5589-5p	hsa-miR-5589-5p	MIMAT0022297	
hsa-miR-559	hsa-miR-559	MIMAT0003223	
hsa-miR-5590-3p	hsa-miR-5590-3p	MIMAT0022300	
hsa-miR-5590-5p	hsa-miR-5590-5p	MIMAT0022299	
hsa-miR-5591-3p	hsa-miR-5591-3p	MIMAT0022302	
hsa-miR-5591-5p	hsa-miR-5591-5p	MIMAT0022301	
hsa-miR-561-3p	hsa-miR-561-3p	MIMAT0003225	
hsa-miR-561-5p	hsa-miR-561-5p	MIMAT0022706	
hsa-miR-562	hsa-miR-562	MIMAT0003226	
hsa-miR-563	hsa-miR-563	MIMAT0003227	
hsa-miR-564	hsa-miR-564	MIMAT0003228	
hsa-miR-566	hsa-miR-566	MIMAT0003230	
hsa-miR-567	hsa-miR-567	MIMAT0003231	
hsa-miR-568	hsa-miR-568	MIMAT0003232	
hsa-miR-5680	hsa-miR-5680	MIMAT0022468	
hsa-miR-5681a	hsa-miR-5681a	MIMAT0022469	
hsa-miR-5681b	hsa-miR-5681b	MIMAT0022480	
hsa-miR-5682	hsa-miR-5682	MIMAT0022470	
hsa-miR-5683	hsa-miR-5683	MIMAT0022472	
hsa-miR-5684	hsa-miR-5684	MIMAT0022473	
hsa-miR-5685	hsa-miR-5685	MIMAT0022475	
hsa-miR-5686	hsa-miR-5686	MIMAT0022477	
hsa-miR-5687	hsa-miR-5687	MIMAT0022478	
hsa-miR-5688	hsa-miR-5688	MIMAT0022479	
hsa-miR-5689	hsa-miR-5689	MIMAT0022481	
hsa-miR-569	hsa-miR-569	MIMAT0003234	
hsa-miR-5690	hsa-miR-5690	MIMAT0022482	
hsa-miR-5691	hsa-miR-5691	MIMAT0022483	
hsa-miR-5692a	hsa-miR-5692a	MIMAT0022484	
hsa-miR-5692b/hsa-miR-5692c	hsa-miR-5692b/hsa-miR-5692c		
hsa-miR-5692c	hsa-miR-5692c	MIMAT0022476	
hsa-miR-5693	hsa-miR-5693	MIMAT0022486	
hsa-miR-5694	hsa-miR-5694	MIMAT0022487	
hsa-miR-5695	hsa-miR-5695	MIMAT0022488	
hsa-miR-5696	hsa-miR-5696	MIMAT0022489	
hsa-miR-5697	hsa-miR-5697	MIMAT0022490	
hsa-miR-5698	hsa-miR-5698	MIMAT0022491	
hsa-miR-5699	hsa-miR-5699	MIMAT0022492	
hsa-miR-570-3p	hsa-miR-570-3p	MIMAT0003235	
hsa-miR-5700	hsa-miR-5700	MIMAT0022493	
hsa-miR-5701	hsa-miR-5701	MIMAT0022494	
hsa-miR-5702	hsa-miR-5702	MIMAT0022495	
hsa-miR-5703	hsa-miR-5703	MIMAT0022496	
hsa-miR-5704	hsa-miR-5704	MIMAT0022498	
hsa-miR-5705	hsa-miR-5705	MIMAT0022499	
hsa-miR-5706	hsa-miR-5706	MIMAT0022500	
hsa-miR-5707	hsa-miR-5707	MIMAT0022501	
hsa-miR-5708	hsa-miR-5708	MIMAT0022502	
hsa-miR-571	hsa-miR-571	MIMAT0003236	
hsa-miR-572	hsa-miR-572	MIMAT0003237	
hsa-miR-573	hsa-miR-573	MIMAT0003238	
hsa-miR-574-3p	hsa-miR-574-3p	MIMAT0003239	
hsa-miR-574-5p	hsa-miR-574-5p	MIMAT0004795	
hsa-miR-575	hsa-miR-575	MIMAT0003240	
hsa-miR-576-3p	hsa-miR-576-3p	MIMAT0004796	
hsa-miR-576-5p	hsa-miR-576-5p	MIMAT0003241	
hsa-miR-577	hsa-miR-577	MIMAT0003242	
hsa-miR-578	hsa-miR-578	MIMAT0003243	
hsa-miR-579	hsa-miR-579	MIMAT0003244	
hsa-miR-580	hsa-miR-580	MIMAT0003245	
hsa-miR-581	hsa-miR-581	MIMAT0003246	
hsa-miR-582-3p	hsa-miR-582-3p	MIMAT0004797	
hsa-miR-582-5p	hsa-miR-582-5p	MIMAT0003247	
hsa-miR-583	hsa-miR-583	MIMAT0003248	
hsa-miR-584-3p	hsa-miR-584-3p	MIMAT0022708	
hsa-miR-584-5p	hsa-miR-584-5p	MIMAT0003249	
hsa-miR-585	hsa-miR-585	MIMAT0003250	
hsa-miR-586	hsa-miR-586	MIMAT0003252	
hsa-miR-587	hsa-miR-587	MIMAT0003253	
hsa-miR-588	hsa-miR-588	MIMAT0003255	
hsa-miR-589-3p	hsa-miR-589-3p	MIMAT0003256	
hsa-miR-589-5p	hsa-miR-589-5p	MIMAT0004799	
hsa-miR-590-3p	hsa-miR-590-3p	MIMAT0004801	
hsa-miR-590-5p	hsa-miR-590-5p	MIMAT0003258	
hsa-miR-591	hsa-miR-591	MIMAT0003259	
hsa-miR-592	hsa-miR-592	MIMAT0003260	
hsa-miR-593-3p	hsa-miR-593-3p	MIMAT0004802	
hsa-miR-593-5p	hsa-miR-593-5p	MIMAT0003261	
hsa-miR-595	hsa-miR-595	MIMAT0003263	
hsa-miR-596	hsa-miR-596	MIMAT0003264	
hsa-miR-597	hsa-miR-597	MIMAT0003265	
hsa-miR-598	hsa-miR-598	MIMAT0003266	
hsa-miR-599	hsa-miR-599	MIMAT0003267	
hsa-miR-600	hsa-miR-600	MIMAT0003268	
hsa-miR-601	hsa-miR-601	MIMAT0003269	
hsa-miR-602	hsa-miR-602	MIMAT0003270	
hsa-miR-603	hsa-miR-603	MIMAT0003271	
hsa-miR-604	hsa-miR-604	MIMAT0003272	
hsa-miR-605	hsa-miR-605	MIMAT0003273	
hsa-miR-606	hsa-miR-606	MIMAT0003274	
hsa-miR-607	hsa-miR-607	MIMAT0003275	
hsa-miR-608	hsa-miR-608	MIMAT0003276	
hsa-miR-609	hsa-miR-609	MIMAT0003277	
hsa-miR-610	hsa-miR-610	MIMAT0003278	
hsa-miR-611	hsa-miR-611	MIMAT0003279	
hsa-miR-612	hsa-miR-612	MIMAT0003280	
hsa-miR-613	hsa-miR-613	MIMAT0003281	
hsa-miR-614	hsa-miR-614	MIMAT0003282	
hsa-miR-615-3p	hsa-miR-615-3p	MIMAT0003283	
hsa-miR-615-5p	hsa-miR-615-5p	MIMAT0004804	
hsa-miR-616-3p	hsa-miR-616-3p	MIMAT0004805	
hsa-miR-616-5p	hsa-miR-616-5p	MIMAT0003284	
hsa-miR-617	hsa-miR-617	MIMAT0003286	
hsa-miR-618	hsa-miR-618	MIMAT0003287	
hsa-miR-619	hsa-miR-619	MIMAT0003288	
hsa-miR-620	hsa-miR-620	MIMAT0003289	
hsa-miR-621	hsa-miR-621	MIMAT0003290	
hsa-miR-622	hsa-miR-622	MIMAT0003291	
hsa-miR-623	hsa-miR-623	MIMAT0003292	
hsa-miR-624-3p	hsa-miR-624-3p	MIMAT0004807	
hsa-miR-624-5p	hsa-miR-624-5p	MIMAT0003293	
hsa-miR-625-3p	hsa-miR-625-3p	MIMAT0004808	
hsa-miR-625-5p	hsa-miR-625-5p	MIMAT0003294	
hsa-miR-626	hsa-miR-626	MIMAT0003295	
hsa-miR-627	hsa-miR-627	MIMAT0003296	
hsa-miR-628-3p	hsa-miR-628-3p	MIMAT0003297	
hsa-miR-628-5p	hsa-miR-628-5p	MIMAT0004809	
hsa-miR-629-3p	hsa-miR-629-3p	MIMAT0003298	
hsa-miR-629-5p	hsa-miR-629-5p	MIMAT0004810	
hsa-miR-630	hsa-miR-630	MIMAT0003299	
hsa-miR-631	hsa-miR-631	MIMAT0003300	
hsa-miR-632	hsa-miR-632	MIMAT0003302	
hsa-miR-633	hsa-miR-633	MIMAT0003303	
hsa-miR-634	hsa-miR-634	MIMAT0003304	
hsa-miR-635	hsa-miR-635	MIMAT0003305	
hsa-miR-636	hsa-miR-636	MIMAT0003306	
hsa-miR-637	hsa-miR-637	MIMAT0003307	
hsa-miR-638	hsa-miR-638	MIMAT0003308	
hsa-miR-639	hsa-miR-639	MIMAT0003309	
hsa-miR-640	hsa-miR-640	MIMAT0003310	
hsa-miR-641	hsa-miR-641	MIMAT0003311	
hsa-miR-642a-3p	hsa-miR-642a-3p	MIMAT0020924	
hsa-miR-642a-5p	hsa-miR-642a-5p	MIMAT0003312	
hsa-miR-642b-3p	hsa-miR-642b-3p	MIMAT0018444	
hsa-miR-642b-5p	hsa-miR-642b-5p	MIMAT0022736	
hsa-miR-643	hsa-miR-643	MIMAT0003313	
hsa-miR-644a	hsa-miR-644a	MIMAT0003314	
hsa-miR-644b-3p	hsa-miR-644b-3p	MIMAT0022272	
hsa-miR-644b-5p	hsa-miR-644b-5p	MIMAT0022271	
hsa-miR-645	hsa-miR-645	MIMAT0003315	
hsa-miR-646	hsa-miR-646	MIMAT0003316	
hsa-miR-647	hsa-miR-647	MIMAT0003317	
hsa-miR-648	hsa-miR-648	MIMAT0003318	
hsa-miR-649	hsa-miR-649	MIMAT0003319	
hsa-miR-650	hsa-miR-650	MIMAT0003320	
hsa-miR-651	hsa-miR-651	MIMAT0003321	
hsa-miR-652-3p	hsa-miR-652-3p	MIMAT0003322	
hsa-miR-652-5p	hsa-miR-652-5p	MIMAT0022709	
hsa-miR-653	hsa-miR-653	MIMAT0003328	
hsa-miR-654-3p	hsa-miR-654-3p	MIMAT0004814	
hsa-miR-654-5p	hsa-miR-654-5p	MIMAT0003330	
hsa-miR-655	hsa-miR-655	MIMAT0003331	
hsa-miR-656	hsa-miR-656	MIMAT0003332	
hsa-miR-657	hsa-miR-657	MIMAT0003335	
hsa-miR-658	hsa-miR-658	MIMAT0003336	
hsa-miR-659-3p	hsa-miR-659-3p	MIMAT0003337	
hsa-miR-659-5p	hsa-miR-659-5p	MIMAT0022710	
hsa-miR-660-3p	hsa-miR-660-3p	MIMAT0022711	
hsa-miR-660-5p	hsa-miR-660-5p	MIMAT0003338	
hsa-miR-661	hsa-miR-661	MIMAT0003324	
hsa-miR-662	hsa-miR-662	MIMAT0003325	
hsa-miR-663a	hsa-miR-663a	MIMAT0003326	
hsa-miR-663b	hsa-miR-663b	MIMAT0005867	
hsa-miR-664-3p	hsa-miR-664-3p	MIMAT0005949	
hsa-miR-664-5p	hsa-miR-664-5p	MIMAT0005948	
hsa-miR-665	hsa-miR-665	MIMAT0004952	
hsa-miR-668	hsa-miR-668	MIMAT0003881	
hsa-miR-670	hsa-miR-670	MIMAT0010357	
hsa-miR-671-3p	hsa-miR-671-3p	MIMAT0004819	
hsa-miR-671-5p	hsa-miR-671-5p	MIMAT0003880	
hsa-miR-675-3p	hsa-miR-675-3p	MIMAT0006790	
hsa-miR-675-5p	hsa-miR-675-5p	MIMAT0004284	
hsa-miR-676-3p	hsa-miR-676-3p	MIMAT0018204	
hsa-miR-676-5p	hsa-miR-676-5p	MIMAT0018203	
hsa-miR-7-1-3p	hsa-miR-7-1-3p	MIMAT0004553	
hsa-miR-7-2-3p	hsa-miR-7-2-3p	MIMAT0004554	
hsa-miR-7-5p	hsa-miR-7-5p	MIMAT0000252	
hsa-miR-708-3p	hsa-miR-708-3p	MIMAT0004927	
hsa-miR-708-5p	hsa-miR-708-5p	MIMAT0004926	
hsa-miR-711	hsa-miR-711	MIMAT0012734	
hsa-miR-718	hsa-miR-718	MIMAT0012735	
hsa-miR-720	hsa-miR-720	MIMAT0005954	
hsa-miR-744-3p	hsa-miR-744-3p	MIMAT0004946	
hsa-miR-744-5p	hsa-miR-744-5p	MIMAT0004945	
hsa-miR-758	hsa-miR-758	MIMAT0003879	
hsa-miR-759	hsa-miR-759	MIMAT0010497	
hsa-miR-760	hsa-miR-760	MIMAT0004957	
hsa-miR-761	hsa-miR-761	MIMAT0010364	
hsa-miR-762	hsa-miR-762	MIMAT0010313	
hsa-miR-764	hsa-miR-764	MIMAT0010367	
hsa-miR-765	hsa-miR-765	MIMAT0003945	
hsa-miR-766-3p	hsa-miR-766-3p	MIMAT0003888	
hsa-miR-766-5p	hsa-miR-766-5p	MIMAT0022714	
hsa-miR-767-3p	hsa-miR-767-3p	MIMAT0003883	
hsa-miR-767-5p	hsa-miR-767-5p	MIMAT0003882	
hsa-miR-769-3p	hsa-miR-769-3p	MIMAT0003887	
hsa-miR-769-5p	hsa-miR-769-5p	MIMAT0003886	
hsa-miR-770-5p	hsa-miR-770-5p	MIMAT0003948	
hsa-miR-802	hsa-miR-802	MIMAT0004185	
hsa-miR-873-3p	hsa-miR-873-3p	MIMAT0022717	
hsa-miR-873-5p	hsa-miR-873-5p	MIMAT0004953	
hsa-miR-874	hsa-miR-874	MIMAT0004911	
hsa-miR-875-3p	hsa-miR-875-3p	MIMAT0004923	
hsa-miR-875-5p	hsa-miR-875-5p	MIMAT0004922	
hsa-miR-876-3p	hsa-miR-876-3p	MIMAT0004925	
hsa-miR-876-5p	hsa-miR-876-5p	MIMAT0004924	
hsa-miR-877-3p	hsa-miR-877-3p	MIMAT0004950	
hsa-miR-877-5p	hsa-miR-877-5p	MIMAT0004949	
hsa-miR-885-3p	hsa-miR-885-3p	MIMAT0004948	
hsa-miR-885-5p	hsa-miR-885-5p	MIMAT0004947	
hsa-miR-887	hsa-miR-887	MIMAT0004951	
hsa-miR-888-3p	hsa-miR-888-3p	MIMAT0004917	
hsa-miR-888-5p	hsa-miR-888-5p	MIMAT0004916	
hsa-miR-889	hsa-miR-889	MIMAT0004921	
hsa-miR-890	hsa-miR-890	MIMAT0004912	
hsa-miR-891a	hsa-miR-891a	MIMAT0004902	
hsa-miR-891b	hsa-miR-891b	MIMAT0004913	
hsa-miR-892a	hsa-miR-892a	MIMAT0004907	
hsa-miR-892b	hsa-miR-892b	MIMAT0004918	
hsa-miR-9-3p	hsa-miR-9-3p	MIMAT0000442	
hsa-miR-9-5p	hsa-miR-9-5p	MIMAT0000441	
hsa-miR-920	hsa-miR-920	MIMAT0004970	
hsa-miR-921	hsa-miR-921	MIMAT0004971	
hsa-miR-922	hsa-miR-922	MIMAT0004972	
hsa-miR-924	hsa-miR-924	MIMAT0004974	
hsa-miR-92a-1-5p	hsa-miR-92a-1-5p	MIMAT0004507	
hsa-miR-92a-2-5p	hsa-miR-92a-2-5p	MIMAT0004508	
hsa-miR-92a-3p	hsa-miR-92a-3p	MIMAT0000092	
hsa-miR-92b-3p	hsa-miR-92b-3p	MIMAT0003218	
hsa-miR-92b-5p	hsa-miR-92b-5p	MIMAT0004792	
hsa-miR-93-3p	hsa-miR-93-3p	MIMAT0004509	
hsa-miR-93-5p	hsa-miR-93-5p	MIMAT0000093	
hsa-miR-933	hsa-miR-933	MIMAT0004976	
hsa-miR-934	hsa-miR-934	MIMAT0004977	
hsa-miR-935	hsa-miR-935	MIMAT0004978	
hsa-miR-936	hsa-miR-936	MIMAT0004979	
hsa-miR-937	hsa-miR-937	MIMAT0004980	
hsa-miR-938	hsa-miR-938	MIMAT0004981	
hsa-miR-939	hsa-miR-939	MIMAT0004982	
hsa-miR-940	hsa-miR-940	MIMAT0004983	
hsa-miR-941	hsa-miR-941	MIMAT0004984	
hsa-miR-942	hsa-miR-942	MIMAT0004985	
hsa-miR-943	hsa-miR-943	MIMAT0004986	
hsa-miR-944	hsa-miR-944	MIMAT0004987	
hsa-miR-95	hsa-miR-95	MIMAT0000094	
hsa-miR-96-3p	hsa-miR-96-3p	MIMAT0004510	
hsa-miR-96-5p	hsa-miR-96-5p	MIMAT0000095	
hsa-miR-98	hsa-miR-98	MIMAT0000096	
hsa-miR-99a-3p	hsa-miR-99a-3p	MIMAT0004511	
hsa-miR-99a-5p	hsa-miR-99a-5p	MIMAT0000097	
hsa-miR-99b-3p	hsa-miR-99b-3p	MIMAT0004678	
hsa-miR-99b-5p	hsa-miR-99b-5p	MIMAT0000689	
hsa-miRPlus-A1015	hsa-miRPlus-A1015		
hsa-miRPlus-A1025	hsa-miRPlus-A1025		
hsa-miRPlus-A1031	hsa-miRPlus-A1031		
hsa-miRPlus-A1072	hsa-miRPlus-A1072		
hsa-miRPlus-A1073	hsa-miRPlus-A1073		
hsa-miRPlus-A1083	hsa-miRPlus-A1083		
hsa-miRPlus-A1086	hsa-miRPlus-A1086		
hsa-miRPlus-A1087	hsa-miRPlus-A1087		
hsa-miRPlus-B1114	hsa-miRPlus-B1114		
hsa-miRPlus-C1066	hsa-miRPlus-C1066		
hsa-miRPlus-C1076	hsa-miRPlus-C1076		
hsa-miRPlus-C1087	hsa-miRPlus-C1087		
hsa-miRPlus-C1099	hsa-miRPlus-C1099		
hsa-miRPlus-C1100	hsa-miRPlus-C1100		
hsa-miRPlus-C1110	hsa-miRPlus-C1110		
hsa-miRPlus-C1114	hsa-miRPlus-C1114		
hsa-miRPlus-D1058	hsa-miRPlus-D1058		
hsa-miRPlus-G1065-5p	hsa-miRPlus-G1065-5p		
hsa-miRPlus-G1246-3p	hsa-miRPlus-G1246-3p		
hsa-miRPlus-J1002	hsa-miRPlus-J1002		
hsa-miRPlus-J1003	hsa-miRPlus-J1003		
hsa-miRPlus-J1004	hsa-miRPlus-J1004		
hsa-miRPlus-J1005	hsa-miRPlus-J1005		
hsa-miRPlus-J1011	hsa-miRPlus-J1011		
hsa-miRPlus-K1303*	hsa-miRPlus-K1303*		
hsa_negative_control_1			hsa_negative_control_1
hsa_negative_control_2			hsa_negative_control_2
hsa_negative_control_3			hsa_negative_control_3
hsa_negative_control_4			hsa_negative_control_4
hsa_negative_control_6			hsa_negative_control_6
hsa_negative_control_7			hsa_negative_control_7
hsa_negative_control_8			hsa_negative_control_8
hsv1-miR-H1	hsv1-miR-H1	MIMAT0003744	
hsv1-miR-H1*	hsv1-miR-H1*	MIMAT0015220	
hsv1-miR-H11/hsv2-miR-H11	hsv1-miR-H11/hsv2-miR-H11		
hsv1-miR-H12	hsv1-miR-H12	MIMAT0014689	
hsv1-miR-H13	hsv1-miR-H13	MIMAT0014690	
hsv1-miR-H14-3p	hsv1-miR-H14-3p	MIMAT0014692	
hsv1-miR-H14-5p	hsv1-miR-H14-5p	MIMAT0014691	
hsv1-miR-H15	hsv1-miR-H15	MIMAT0014693	
hsv1-miR-H16	hsv1-miR-H16	MIMAT0014694	
hsv1-miR-H17	hsv1-miR-H17	MIMAT0014695	
hsv1-miR-H18	hsv1-miR-H18	MIMAT0014696	
hsv1-miR-H2	hsv1-miR-H2	MIMAT0008399	
hsv1-miR-H2*	hsv1-miR-H2*	MIMAT0008398	
hsv1-miR-H3	hsv1-miR-H3	MIMAT0008400	
hsv1-miR-H3*	hsv1-miR-H3*	MIMAT0015279	
hsv1-miR-H4-3p	hsv1-miR-H4-3p	MIMAT0008402	
hsv1-miR-H4-5p	hsv1-miR-H4-5p	MIMAT0008401	
hsv1-miR-H5-3p	hsv1-miR-H5-3p	MIMAT0008403	
hsv1-miR-H5-5p	hsv1-miR-H5-5p	MIMAT0015280	
hsv1-miR-H6-3p	hsv1-miR-H6-3p	MIMAT0008404	
hsv1-miR-H6-5p	hsv1-miR-H6-5p	MIMAT0015281	
hsv1-miR-H7	hsv1-miR-H7	MIMAT0012595	
hsv1-miR-H7*	hsv1-miR-H7*	MIMAT0012596	
hsv1-miR-H8	hsv1-miR-H8	MIMAT0012597	
hsv1-miR-H8*	hsv1-miR-H8*	MIMAT0012598	
hsv2-miR-H10	hsv2-miR-H10	MIMAT0014353	
hsv2-miR-H11	hsv2-miR-H11	MIMAT0014698	
hsv2-miR-H11*	hsv2-miR-H11*	MIMAT0014697	
hsv2-miR-H12	hsv2-miR-H12	MIMAT0014699	
hsv2-miR-H13	hsv2-miR-H13	MIMAT0014700	
hsv2-miR-H19	hsv2-miR-H19	MIMAT0014701	
hsv2-miR-H2	hsv2-miR-H2	MIMAT0010205	
hsv2-miR-H20	hsv2-miR-H20	MIMAT0014702	
hsv2-miR-H21	hsv2-miR-H21	MIMAT0014703	
hsv2-miR-H22	hsv2-miR-H22	MIMAT0014704	
hsv2-miR-H23	hsv2-miR-H23	MIMAT0014705	
hsv2-miR-H23*	hsv2-miR-H23*	MIMAT0014706	
hsv2-miR-H24	hsv2-miR-H24	MIMAT0014707	
hsv2-miR-H25	hsv2-miR-H25	MIMAT0014708	
hsv2-miR-H3	hsv2-miR-H3	MIMAT0010202	
hsv2-miR-H4-3p	hsv2-miR-H4-3p	MIMAT0010204	
hsv2-miR-H4-5p	hsv2-miR-H4-5p	MIMAT0010203	
hsv2-miR-H5	hsv2-miR-H5	MIMAT0015650	
hsv2-miR-H6	hsv2-miR-H6	MIMAT0015651	
hsv2-miR-H6*	hsv2-miR-H6*	MIMAT0015652	
hsv2-miR-H7-3p	hsv2-miR-H7-3p	MIMAT0015375	
hsv2-miR-H7-5p	hsv2-miR-H7-5p	MIMAT0014351	
hsv2-miR-H9-3p	hsv2-miR-H9-3p	MIMAT0014352	
hsv2-miR-H9-5p	hsv2-miR-H9-5p	MIMAT0015376	
jcv-miR-J1-5p	jcv-miR-J1-5p	MIMAT0009147	
kshv-miR-K12-1	kshv-miR-K12-1	MIMAT0002182	
