#ID = Human_miRNA
#miRNA_ID = miRNA symbol (Human)
#Human_miRBase = miRBase ID (Human)
#SPOT_ID = control
ID	miRNA_ID	Human_miRBase	SPOT_ID
hsa-miR-3680-5p	hsa-miR-3680-5p	MIMAT0018106	
hsa-miR-3681-3p	hsa-miR-3681-3p	MIMAT0018109	
hsa-miR-3681-5p	hsa-miR-3681-5p	MIMAT0018108	
hsa-miR-3682-3p	hsa-miR-3682-3p	MIMAT0018110	
hsa-miR-3682-5p	hsa-miR-3682-5p	MIMAT0019222	
hsa-miR-3683	hsa-miR-3683	MIMAT0018111	
hsa-miR-3684	hsa-miR-3684	MIMAT0018112	
hsa-miR-3685	hsa-miR-3685	MIMAT0018113	
hsa-miR-3686	hsa-miR-3686	MIMAT0018114	
hsa-miR-3687	hsa-miR-3687	MIMAT0018115	
hsa-miR-3688-3p	hsa-miR-3688-3p	MIMAT0018116	
hsa-miR-3688-5p	hsa-miR-3688-5p	MIMAT0019223	
hsa-miR-3689a-3p	hsa-miR-3689a-3p	MIMAT0018118	
hsa-miR-3689a-5p/hsa-miR-3689b-5p/hsa-miR-3689e	hsa-miR-3689a-5p/hsa-miR-3689b-5p/hsa-miR-3689e		
hsa-miR-3689b-3p/hsa-miR-3689c	hsa-miR-3689b-3p/hsa-miR-3689c		
hsa-miR-3689d	hsa-miR-3689d	MIMAT0019008	
hsa-miR-3689f	hsa-miR-3689f	MIMAT0019010	
hsa-miR-369-3p	hsa-miR-369-3p	MIMAT0000721	
hsa-miR-369-5p	hsa-miR-369-5p	MIMAT0001621	
hsa-miR-3690	hsa-miR-3690	MIMAT0018119	
hsa-miR-3691-3p	hsa-miR-3691-3p	MIMAT0019224	
hsa-miR-3691-5p	hsa-miR-3691-5p	MIMAT0018120	
hsa-miR-3692-3p	hsa-miR-3692-3p	MIMAT0018122	
hsa-miR-3692-5p	hsa-miR-3692-5p	MIMAT0018121	
hsa-miR-370	hsa-miR-370	MIMAT0000722	
hsa-miR-3713	hsa-miR-3713	MIMAT0018164	
hsa-miR-3714	hsa-miR-3714	MIMAT0018165	
hsa-miR-371a-3p	hsa-miR-371a-3p	MIMAT0000723	
hsa-miR-371a-5p	hsa-miR-371a-5p	MIMAT0004687	
hsa-miR-371b-3p	hsa-miR-371b-3p	MIMAT0019893	
hsa-miR-371b-5p	hsa-miR-371b-5p	MIMAT0019892	
hsa-miR-372	hsa-miR-372	MIMAT0000724	
hsa-miR-373-3p	hsa-miR-373-3p	MIMAT0000726	
hsa-miR-373-5p	hsa-miR-373-5p	MIMAT0000725	
hsa-miR-374a-3p	hsa-miR-374a-3p	MIMAT0004688	
hsa-miR-374a-5p	hsa-miR-374a-5p	MIMAT0000727	
hsa-miR-374b-3p	hsa-miR-374b-3p	MIMAT0004956	
hsa-miR-374b-5p	hsa-miR-374b-5p	MIMAT0004955	
hsa-miR-374c-3p	hsa-miR-374c-3p	MIMAT0022735	
hsa-miR-374c-5p	hsa-miR-374c-5p	MIMAT0018443	
hsa-miR-375	hsa-miR-375	MIMAT0000728	
hsa-miR-376a-3p	hsa-miR-376a-3p	MIMAT0000729	
hsa-miR-376a-5p	hsa-miR-376a-5p	MIMAT0003386	
hsa-miR-376b	hsa-miR-376b	MIMAT0002172	
hsa-miR-376c	hsa-miR-376c	MIMAT0000720	
hsa-miR-377-3p	hsa-miR-377-3p	MIMAT0000730	
hsa-miR-377-5p	hsa-miR-377-5p	MIMAT0004689	
hsa-miR-378a-3p	hsa-miR-378a-3p	MIMAT0000732	
hsa-miR-378a-5p	hsa-miR-378a-5p	MIMAT0000731	
hsa-miR-378b	hsa-miR-378b	MIMAT0014999	
hsa-miR-378c	hsa-miR-378c	MIMAT0016847	
hsa-miR-378d	hsa-miR-378d	MIMAT0018926	
hsa-miR-378e	hsa-miR-378e	MIMAT0018927	
hsa-miR-378f	hsa-miR-378f	MIMAT0018932	
hsa-miR-378g	hsa-miR-378g	MIMAT0018937	
hsa-miR-378h	hsa-miR-378h	MIMAT0018984	
hsa-miR-378i	hsa-miR-378i	MIMAT0019074	
hsa-miR-379-3p	hsa-miR-379-3p	MIMAT0004690	
hsa-miR-379-5p	hsa-miR-379-5p	MIMAT0000733	
hsa-miR-380-3p	hsa-miR-380-3p	MIMAT0000735	
hsa-miR-380-5p	hsa-miR-380-5p	MIMAT0000734	
hsa-miR-381	hsa-miR-381	MIMAT0000736	
hsa-miR-382-3p	hsa-miR-382-3p	MIMAT0022697	
hsa-miR-382-5p	hsa-miR-382-5p	MIMAT0000737	
hsa-miR-383	hsa-miR-383	MIMAT0000738	
hsa-miR-384	hsa-miR-384	MIMAT0001075	
hsa-miR-3907	hsa-miR-3907	MIMAT0018179	
hsa-miR-3908	hsa-miR-3908	MIMAT0018182	
hsa-miR-3909	hsa-miR-3909	MIMAT0018183	
hsa-miR-3910	hsa-miR-3910	MIMAT0018184	
hsa-miR-3911	hsa-miR-3911	MIMAT0018185	
hsa-miR-3912	hsa-miR-3912	MIMAT0018186	
hsa-miR-3913-3p	hsa-miR-3913-3p	MIMAT0019225	
hsa-miR-3913-5p	hsa-miR-3913-5p	MIMAT0018187	
hsa-miR-3914	hsa-miR-3914	MIMAT0018188	
hsa-miR-3915	hsa-miR-3915	MIMAT0018189	
hsa-miR-3916	hsa-miR-3916	MIMAT0018190	
hsa-miR-3917	hsa-miR-3917	MIMAT0018191	
hsa-miR-3918	hsa-miR-3918	MIMAT0018192	
hsa-miR-3919	hsa-miR-3919	MIMAT0018193	
hsa-miR-3920	hsa-miR-3920	MIMAT0018195	
hsa-miR-3921	hsa-miR-3921	MIMAT0018196	
hsa-miR-3922-3p	hsa-miR-3922-3p	MIMAT0018197	
hsa-miR-3922-5p	hsa-miR-3922-5p	MIMAT0019227	
hsa-miR-3923	hsa-miR-3923	MIMAT0018198	
hsa-miR-3924	hsa-miR-3924	MIMAT0018199	
hsa-miR-3925-3p	hsa-miR-3925-3p	MIMAT0019228	
hsa-miR-3925-5p	hsa-miR-3925-5p	MIMAT0018200	
hsa-miR-3926	hsa-miR-3926	MIMAT0018201	
hsa-miR-3927	hsa-miR-3927	MIMAT0018202	
hsa-miR-3928	hsa-miR-3928	MIMAT0018205	
hsa-miR-3929	hsa-miR-3929	MIMAT0018206	
hsa-miR-3934	hsa-miR-3934	MIMAT0018349	
hsa-miR-3935	hsa-miR-3935	MIMAT0018350	
hsa-miR-3936	hsa-miR-3936	MIMAT0018351	
hsa-miR-3937	hsa-miR-3937	MIMAT0018352	
hsa-miR-3938	hsa-miR-3938	MIMAT0018353	
hsa-miR-3939	hsa-miR-3939	MIMAT0018355	
hsa-miR-3940-3p	hsa-miR-3940-3p	MIMAT0018356	
hsa-miR-3940-5p	hsa-miR-3940-5p	MIMAT0019229	
hsa-miR-3941	hsa-miR-3941	MIMAT0018357	
hsa-miR-3942-3p	hsa-miR-3942-3p	MIMAT0019230	
hsa-miR-3942-5p	hsa-miR-3942-5p	MIMAT0018358	
hsa-miR-3943	hsa-miR-3943	MIMAT0018359	
hsa-miR-3944-3p	hsa-miR-3944-3p	MIMAT0018360	
hsa-miR-3944-5p	hsa-miR-3944-5p	MIMAT0019231	
hsa-miR-3945	hsa-miR-3945	MIMAT0018361	
hsa-miR-3960	hsa-miR-3960	MIMAT0019337	
hsa-miR-3972	hsa-miR-3972	MIMAT0019357	
hsa-miR-3973	hsa-miR-3973	MIMAT0019358	
hsa-miR-3974	hsa-miR-3974	MIMAT0019359	
hsa-miR-3975	hsa-miR-3975	MIMAT0019360	
hsa-miR-3976	hsa-miR-3976	MIMAT0019361	
hsa-miR-3977	hsa-miR-3977	MIMAT0019362	
hsa-miR-3978	hsa-miR-3978	MIMAT0019363	
hsa-miR-409-3p	hsa-miR-409-3p	MIMAT0001639	
hsa-miR-409-5p	hsa-miR-409-5p	MIMAT0001638	
hsa-miR-410	hsa-miR-410	MIMAT0002171	
hsa-miR-411-3p	hsa-miR-411-3p	MIMAT0004813	
hsa-miR-411-5p	hsa-miR-411-5p	MIMAT0003329	
hsa-miR-412	hsa-miR-412	MIMAT0002170	
hsa-miR-421	hsa-miR-421	MIMAT0003339	
hsa-miR-422a	hsa-miR-422a	MIMAT0001339	
hsa-miR-423-3p	hsa-miR-423-3p	MIMAT0001340	
hsa-miR-423-5p	hsa-miR-423-5p	MIMAT0004748	
hsa-miR-424-3p	hsa-miR-424-3p	MIMAT0004749	
hsa-miR-424-5p	hsa-miR-424-5p	MIMAT0001341	
hsa-miR-425-3p	hsa-miR-425-3p	MIMAT0001343	
hsa-miR-425-5p	hsa-miR-425-5p	MIMAT0003393	
hsa-miR-4251	hsa-miR-4251	MIMAT0016883	
hsa-miR-4252	hsa-miR-4252	MIMAT0016886	
hsa-miR-4253	hsa-miR-4253	MIMAT0016882	
hsa-miR-4254	hsa-miR-4254	MIMAT0016884	
hsa-miR-4255	hsa-miR-4255	MIMAT0016885	
hsa-miR-4256	hsa-miR-4256	MIMAT0016877	
hsa-miR-4257	hsa-miR-4257	MIMAT0016878	
hsa-miR-4258	hsa-miR-4258	MIMAT0016879	
hsa-miR-4259	hsa-miR-4259	MIMAT0016880	
hsa-miR-4260	hsa-miR-4260	MIMAT0016881	
hsa-miR-4261	hsa-miR-4261	MIMAT0016890	
hsa-miR-4262	hsa-miR-4262	MIMAT0016894	
hsa-miR-4263	hsa-miR-4263	MIMAT0016898	
hsa-miR-4264	hsa-miR-4264	MIMAT0016899	
hsa-miR-4265	hsa-miR-4265	MIMAT0016891	
hsa-miR-4266	hsa-miR-4266	MIMAT0016892	
hsa-miR-4267	hsa-miR-4267	MIMAT0016893	
hsa-miR-4268	hsa-miR-4268	MIMAT0016896	
hsa-miR-4269	hsa-miR-4269	MIMAT0016897	
hsa-miR-4270	hsa-miR-4270	MIMAT0016900	
hsa-miR-4271	hsa-miR-4271	MIMAT0016901	
hsa-miR-4272	hsa-miR-4272	MIMAT0016902	
hsa-miR-4273	hsa-miR-4273	MIMAT0016903	
hsa-miR-4274	hsa-miR-4274	MIMAT0016906	
hsa-miR-4275	hsa-miR-4275	MIMAT0016905	
hsa-miR-4276	hsa-miR-4276	MIMAT0016904	
hsa-miR-4277	hsa-miR-4277	MIMAT0016908	
hsa-miR-4278	hsa-miR-4278	MIMAT0016910	
hsa-miR-4279	hsa-miR-4279	MIMAT0016909	
hsa-miR-4280	hsa-miR-4280	MIMAT0016911	
hsa-miR-4281	hsa-miR-4281	MIMAT0016907	
hsa-miR-4282	hsa-miR-4282	MIMAT0016912	
hsa-miR-4283	hsa-miR-4283	MIMAT0016914	
hsa-miR-4284	hsa-miR-4284	MIMAT0016915	
hsa-miR-4285	hsa-miR-4285	MIMAT0016913	
hsa-miR-4286	hsa-miR-4286	MIMAT0016916	
hsa-miR-4287	hsa-miR-4287	MIMAT0016917	
hsa-miR-4288	hsa-miR-4288	MIMAT0016918	
hsa-miR-4289	hsa-miR-4289	MIMAT0016920	
hsa-miR-429	hsa-miR-429	MIMAT0001536	
hsa-miR-4290	hsa-miR-4290	MIMAT0016921	
hsa-miR-4291	hsa-miR-4291	MIMAT0016922	
hsa-miR-4292	hsa-miR-4292	MIMAT0016919	
hsa-miR-4293	hsa-miR-4293	MIMAT0016848	
hsa-miR-4294	hsa-miR-4294	MIMAT0016849	
hsa-miR-4295	hsa-miR-4295	MIMAT0016844	
hsa-miR-4296	hsa-miR-4296	MIMAT0016845	
hsa-miR-4297	hsa-miR-4297	MIMAT0016846	
hsa-miR-4298	hsa-miR-4298	MIMAT0016852	
hsa-miR-4299	hsa-miR-4299	MIMAT0016851	
hsa-miR-4300	hsa-miR-4300	MIMAT0016853	
hsa-miR-4301	hsa-miR-4301	MIMAT0016850	
hsa-miR-4302	hsa-miR-4302	MIMAT0016855	
hsa-miR-4303	hsa-miR-4303	MIMAT0016856	
hsa-miR-4304	hsa-miR-4304	MIMAT0016854	
hsa-miR-4305	hsa-miR-4305	MIMAT0016857	
hsa-miR-4306	hsa-miR-4306	MIMAT0016858	
hsa-miR-4307	hsa-miR-4307	MIMAT0016860	
hsa-miR-4308	hsa-miR-4308	MIMAT0016861	
hsa-miR-4309	hsa-miR-4309	MIMAT0016859	
hsa-miR-431-3p	hsa-miR-431-3p	MIMAT0004757	
hsa-miR-431-5p	hsa-miR-431-5p	MIMAT0001625	
hsa-miR-4310	hsa-miR-4310	MIMAT0016862	
hsa-miR-4311	hsa-miR-4311	MIMAT0016863	
hsa-miR-4312	hsa-miR-4312	MIMAT0016864	
hsa-miR-4313	hsa-miR-4313	MIMAT0016865	
hsa-miR-4314	hsa-miR-4314	MIMAT0016868	
hsa-miR-4315	hsa-miR-4315	MIMAT0016866	
hsa-miR-4316	hsa-miR-4316	MIMAT0016867	
hsa-miR-4317	hsa-miR-4317	MIMAT0016872	
hsa-miR-4318	hsa-miR-4318	MIMAT0016869	
hsa-miR-4319	hsa-miR-4319	MIMAT0016870	
hsa-miR-432-3p	hsa-miR-432-3p	MIMAT0002815	
hsa-miR-432-5p	hsa-miR-432-5p	MIMAT0002814	
hsa-miR-4320	hsa-miR-4320	MIMAT0016871	
hsa-miR-4321	hsa-miR-4321	MIMAT0016874	
hsa-miR-4322	hsa-miR-4322	MIMAT0016873	
hsa-miR-4323	hsa-miR-4323	MIMAT0016875	
hsa-miR-4324	hsa-miR-4324	MIMAT0016876	
hsa-miR-4325	hsa-miR-4325	MIMAT0016887	
hsa-miR-4326	hsa-miR-4326	MIMAT0016888	
hsa-miR-4327	hsa-miR-4327	MIMAT0016889	
hsa-miR-4328	hsa-miR-4328	MIMAT0016926	
hsa-miR-4329	hsa-miR-4329	MIMAT0016923	
hsa-miR-433	hsa-miR-433	MIMAT0001627	
hsa-miR-4330	hsa-miR-4330	MIMAT0016924	
hsa-miR-4417	hsa-miR-4417	MIMAT0018929	
hsa-miR-4418	hsa-miR-4418	MIMAT0018930	
hsa-miR-4419a	hsa-miR-4419a	MIMAT0018931	
hsa-miR-4419b	hsa-miR-4419b	MIMAT0019034	
hsa-miR-4420	hsa-miR-4420	MIMAT0018933	
hsa-miR-4421	hsa-miR-4421	MIMAT0018934	
hsa-miR-4422	hsa-miR-4422	MIMAT0018935	
hsa-miR-4423-3p	hsa-miR-4423-3p	MIMAT0018936	
hsa-miR-4423-5p	hsa-miR-4423-5p	MIMAT0019232	
hsa-miR-4424	hsa-miR-4424	MIMAT0018939	
hsa-miR-4425	hsa-miR-4425	MIMAT0018940	
hsa-miR-4426	hsa-miR-4426	MIMAT0018941	
hsa-miR-4427	hsa-miR-4427	MIMAT0018942	
hsa-miR-4428	hsa-miR-4428	MIMAT0018943	
hsa-miR-4429	hsa-miR-4429	MIMAT0018944	
hsa-miR-4430	hsa-miR-4430	MIMAT0018945	
hsa-miR-4431	hsa-miR-4431	MIMAT0018947	
hsa-miR-4432	hsa-miR-4432	MIMAT0018948	
hsa-miR-4433-3p	hsa-miR-4433-3p	MIMAT0018949	
hsa-miR-4433-5p	hsa-miR-4433-5p	MIMAT0020956	
hsa-miR-4434	hsa-miR-4434	MIMAT0018950	
hsa-miR-4435	hsa-miR-4435	MIMAT0018951	
hsa-miR-4436a	hsa-miR-4436a	MIMAT0018952	
hsa-miR-4436b-3p	hsa-miR-4436b-3p	MIMAT0019941	
hsa-miR-4436b-5p	hsa-miR-4436b-5p	MIMAT0019940	
hsa-miR-4437	hsa-miR-4437	MIMAT0018953	
hsa-miR-4438	hsa-miR-4438	MIMAT0018956	
hsa-miR-4439	hsa-miR-4439	MIMAT0018957	
hsa-miR-4440	hsa-miR-4440	MIMAT0018958	
hsa-miR-4441	hsa-miR-4441	MIMAT0018959	
hsa-miR-4442	hsa-miR-4442	MIMAT0018960	
hsa-miR-4443	hsa-miR-4443	MIMAT0018961	
hsa-miR-4444	hsa-miR-4444	MIMAT0018962	
hsa-miR-4445-3p	hsa-miR-4445-3p	MIMAT0018964	
hsa-miR-4445-5p	hsa-miR-4445-5p	MIMAT0018963	
hsa-miR-4446-3p	hsa-miR-4446-3p	MIMAT0018965	
hsa-miR-4446-5p	hsa-miR-4446-5p	MIMAT0019233	
hsa-miR-4447	hsa-miR-4447	MIMAT0018966	
hsa-miR-4448	hsa-miR-4448	MIMAT0018967	
hsa-miR-4449	hsa-miR-4449	MIMAT0018968	
hsa-miR-4450	hsa-miR-4450	MIMAT0018971	
hsa-miR-4451	hsa-miR-4451	MIMAT0018973	
hsa-miR-4452	hsa-miR-4452	MIMAT0018974	
hsa-miR-4453	hsa-miR-4453	MIMAT0018975	
hsa-miR-4454	hsa-miR-4454	MIMAT0018976	
hsa-miR-4455	hsa-miR-4455	MIMAT0018977	
hsa-miR-4456	hsa-miR-4456	MIMAT0018978	
hsa-miR-4457	hsa-miR-4457	MIMAT0018979	
hsa-miR-4458	hsa-miR-4458	MIMAT0018980	
hsa-miR-4459	hsa-miR-4459	MIMAT0018981	
hsa-miR-4460	hsa-miR-4460	MIMAT0018982	
hsa-miR-4461	hsa-miR-4461	MIMAT0018983	
hsa-miR-4462	hsa-miR-4462	MIMAT0018986	
hsa-miR-4463	hsa-miR-4463	MIMAT0018987	
hsa-miR-4464	hsa-miR-4464	MIMAT0018988	
hsa-miR-4465	hsa-miR-4465	MIMAT0018992	
hsa-miR-4466	hsa-miR-4466	MIMAT0018993	
hsa-miR-4467	hsa-miR-4467	MIMAT0018994	
hsa-miR-4468	hsa-miR-4468	MIMAT0018995	
hsa-miR-4469	hsa-miR-4469	MIMAT0018996	
hsa-miR-4470	hsa-miR-4470	MIMAT0018997	
hsa-miR-4471	hsa-miR-4471	MIMAT0018998	
hsa-miR-4472	hsa-miR-4472	MIMAT0018999	
hsa-miR-4473	hsa-miR-4473	MIMAT0019000	
hsa-miR-4474-3p	hsa-miR-4474-3p	MIMAT0019001	
hsa-miR-4474-5p	hsa-miR-4474-5p	MIMAT0019234	
hsa-miR-4475	hsa-miR-4475	MIMAT0019002	
hsa-miR-4476	hsa-miR-4476	MIMAT0019003	
hsa-miR-4477a	hsa-miR-4477a	MIMAT0019004	
hsa-miR-4477b	hsa-miR-4477b	MIMAT0019005	
hsa-miR-4478	hsa-miR-4478	MIMAT0019006	
hsa-miR-4479	hsa-miR-4479	MIMAT0019011	
hsa-miR-448	hsa-miR-448	MIMAT0001532	
hsa-miR-4480	hsa-miR-4480	MIMAT0019014	
hsa-miR-4481	hsa-miR-4481	MIMAT0019015	
hsa-miR-4482-3p	hsa-miR-4482-3p	MIMAT0020958	
hsa-miR-4482-5p	hsa-miR-4482-5p	MIMAT0019016	
hsa-miR-4483	hsa-miR-4483	MIMAT0019017	
hsa-miR-4484	hsa-miR-4484	MIMAT0019018	
hsa-miR-4485	hsa-miR-4485	MIMAT0019019	
hsa-miR-4486	hsa-miR-4486	MIMAT0019020	
hsa-miR-4487	hsa-miR-4487	MIMAT0019021	
hsa-miR-4488	hsa-miR-4488	MIMAT0019022	
hsa-miR-4489	hsa-miR-4489	MIMAT0019023	
hsa-miR-4490	hsa-miR-4490	MIMAT0019025	
hsa-miR-4491	hsa-miR-4491	MIMAT0019026	
hsa-miR-4492	hsa-miR-4492	MIMAT0019027	
hsa-miR-4493	hsa-miR-4493	MIMAT0019028	
hsa-miR-4494	hsa-miR-4494	MIMAT0019029	
hsa-miR-4495	hsa-miR-4495	MIMAT0019030	
hsa-miR-4496	hsa-miR-4496	MIMAT0019031	
hsa-miR-4497	hsa-miR-4497	MIMAT0019032	
hsa-miR-4498	hsa-miR-4498	MIMAT0019033	
hsa-miR-4499	hsa-miR-4499	MIMAT0019035	
hsa-miR-449a	hsa-miR-449a	MIMAT0001541	
hsa-miR-449b-3p	hsa-miR-449b-3p	MIMAT0009203	
hsa-miR-449b-5p	hsa-miR-449b-5p	MIMAT0003327	
hsa-miR-449c-3p	hsa-miR-449c-3p	MIMAT0013771	
hsa-miR-449c-5p	hsa-miR-449c-5p	MIMAT0010251	
hsa-miR-4500	hsa-miR-4500	MIMAT0019036	
hsa-miR-4501	hsa-miR-4501	MIMAT0019037	
hsa-miR-4502	hsa-miR-4502	MIMAT0019038	
hsa-miR-4503	hsa-miR-4503	MIMAT0019039	
hsa-miR-4504	hsa-miR-4504	MIMAT0019040	
hsa-miR-4505	hsa-miR-4505	MIMAT0019041	
hsa-miR-4506	hsa-miR-4506	MIMAT0019042	
hsa-miR-4507	hsa-miR-4507	MIMAT0019044	
hsa-miR-4508	hsa-miR-4508	MIMAT0019045	
hsa-miR-4509	hsa-miR-4509	MIMAT0019046	
hsa-miR-450a-3p	hsa-miR-450a-3p	MIMAT0022700	
hsa-miR-450a-5p	hsa-miR-450a-5p	MIMAT0001545	
hsa-miR-450b-3p	hsa-miR-450b-3p	MIMAT0004910	
hsa-miR-450b-5p	hsa-miR-450b-5p	MIMAT0004909	
hsa-miR-4510	hsa-miR-4510	MIMAT0019047	
hsa-miR-4511	hsa-miR-4511	MIMAT0019048	
hsa-miR-4512	hsa-miR-4512	MIMAT0019049	
hsa-miR-4513	hsa-miR-4513	MIMAT0019050	
hsa-miR-4514	hsa-miR-4514	MIMAT0019051	
hsa-miR-4515	hsa-miR-4515	MIMAT0019052	
hsa-miR-4516	hsa-miR-4516	MIMAT0019053	
hsa-miR-4517	hsa-miR-4517	MIMAT0019054	
hsa-miR-4518	hsa-miR-4518	MIMAT0019055	
hsa-miR-4519	hsa-miR-4519	MIMAT0019056	
hsa-miR-451a	hsa-miR-451a	MIMAT0001631	
hsa-miR-451b	hsa-miR-451b	MIMAT0019840	
hsa-miR-452-3p	hsa-miR-452-3p	MIMAT0001636	
hsa-miR-452-5p	hsa-miR-452-5p	MIMAT0001635	
hsa-miR-4520a-3p	hsa-miR-4520a-3p	MIMAT0019057	
hsa-miR-4520a-5p/hsa-miR-4520b-5p	hsa-miR-4520a-5p/hsa-miR-4520b-5p		
hsa-miR-4520b-3p	hsa-miR-4520b-3p	MIMAT0020300	
hsa-miR-4521	hsa-miR-4521	MIMAT0019058	
hsa-miR-4522	hsa-miR-4522	MIMAT0019060	
hsa-miR-4523	hsa-miR-4523	MIMAT0019061	
hsa-miR-4524a-3p	hsa-miR-4524a-3p	MIMAT0019063	
hsa-miR-4524a-5p	hsa-miR-4524a-5p	MIMAT0019062	
hsa-miR-4524b-3p	hsa-miR-4524b-3p	MIMAT0022256	
hsa-miR-4524b-5p	hsa-miR-4524b-5p	MIMAT0022255	
hsa-miR-4525	hsa-miR-4525	MIMAT0019064	
hsa-miR-4526	hsa-miR-4526	MIMAT0019065	
hsa-miR-4527	hsa-miR-4527	MIMAT0019066	
hsa-miR-4528	hsa-miR-4528	MIMAT0019067	
hsa-miR-4529-3p	hsa-miR-4529-3p	MIMAT0019068	
hsa-miR-4529-5p	hsa-miR-4529-5p	MIMAT0019236	
hsa-miR-4530	hsa-miR-4530	MIMAT0019069	
hsa-miR-4531	hsa-miR-4531	MIMAT0019070	
hsa-miR-4532	hsa-miR-4532	MIMAT0019071	
hsa-miR-4533	hsa-miR-4533	MIMAT0019072	
hsa-miR-4534	hsa-miR-4534	MIMAT0019073	
hsa-miR-4535	hsa-miR-4535	MIMAT0019075	
hsa-miR-4536-3p	hsa-miR-4536-3p	MIMAT0020959	
hsa-miR-4536-5p	hsa-miR-4536-5p	MIMAT0019078	
hsa-miR-4537	hsa-miR-4537	MIMAT0019080	
hsa-miR-4538	hsa-miR-4538	MIMAT0019081	
hsa-miR-4539	hsa-miR-4539	MIMAT0019082	
hsa-miR-454-3p	hsa-miR-454-3p	MIMAT0003885	
hsa-miR-454-5p	hsa-miR-454-5p	MIMAT0003884	
hsa-miR-4540	hsa-miR-4540	MIMAT0019083	
hsa-miR-455-3p	hsa-miR-455-3p	MIMAT0004784	
hsa-miR-455-5p	hsa-miR-455-5p	MIMAT0003150	
hsa-miR-4632	hsa-miR-4632	MIMAT0019688	
hsa-miR-4633-3p	hsa-miR-4633-3p	MIMAT0019690	
hsa-miR-4633-5p	hsa-miR-4633-5p	MIMAT0019689	
hsa-miR-4634	hsa-miR-4634	MIMAT0019691	
hsa-miR-4635	hsa-miR-4635	MIMAT0019692	
hsa-miR-4636	hsa-miR-4636	MIMAT0019693	
hsa-miR-4637	hsa-miR-4637	MIMAT0019694	
hsa-miR-4638-3p	hsa-miR-4638-3p	MIMAT0019696	
hsa-miR-4638-5p	hsa-miR-4638-5p	MIMAT0019695	
hsa-miR-4639-3p	hsa-miR-4639-3p	MIMAT0019698	
hsa-miR-4639-5p	hsa-miR-4639-5p	MIMAT0019697	
hsa-miR-4640-3p	hsa-miR-4640-3p	MIMAT0019700	
hsa-miR-4640-5p	hsa-miR-4640-5p	MIMAT0019699	
hsa-miR-4641	hsa-miR-4641	MIMAT0019701	
hsa-miR-4642	hsa-miR-4642	MIMAT0019702	
hsa-miR-4643	hsa-miR-4643	MIMAT0019703	
hsa-miR-4644	hsa-miR-4644	MIMAT0019704	
hsa-miR-4645-3p	hsa-miR-4645-3p	MIMAT0019706	
hsa-miR-4645-5p	hsa-miR-4645-5p	MIMAT0019705	
hsa-miR-4646-3p	hsa-miR-4646-3p	MIMAT0019708	
hsa-miR-4646-5p	hsa-miR-4646-5p	MIMAT0019707	
hsa-miR-4647	hsa-miR-4647	MIMAT0019709	
hsa-miR-4648	hsa-miR-4648	MIMAT0019710	
hsa-miR-4649-3p	hsa-miR-4649-3p	MIMAT0019712	
hsa-miR-4649-5p	hsa-miR-4649-5p	MIMAT0019711	
hsa-miR-4650-3p	hsa-miR-4650-3p	MIMAT0019714	
hsa-miR-4650-5p	hsa-miR-4650-5p	MIMAT0019713	
hsa-miR-4651	hsa-miR-4651	MIMAT0019715	
hsa-miR-4652-3p	hsa-miR-4652-3p	MIMAT0019717	
hsa-miR-4652-5p	hsa-miR-4652-5p	MIMAT0019716	
hsa-miR-4653-3p	hsa-miR-4653-3p	MIMAT0019719	
hsa-miR-4653-5p	hsa-miR-4653-5p	MIMAT0019718	
hsa-miR-4654	hsa-miR-4654	MIMAT0019720	
hsa-miR-4655-3p	hsa-miR-4655-3p	MIMAT0019722	
hsa-miR-4655-5p	hsa-miR-4655-5p	MIMAT0019721	
hsa-miR-4656	hsa-miR-4656	MIMAT0019723	
hsa-miR-4657	hsa-miR-4657	MIMAT0019724	
hsa-miR-4658	hsa-miR-4658	MIMAT0019725	
hsa-miR-4659a-3p	hsa-miR-4659a-3p	MIMAT0019727	
hsa-miR-4659a-5p	hsa-miR-4659a-5p	MIMAT0019726	
hsa-miR-4659b-3p	hsa-miR-4659b-3p	MIMAT0019734	
hsa-miR-4659b-5p	hsa-miR-4659b-5p	MIMAT0019733	
hsa-miR-466	hsa-miR-466	MIMAT0015002	
hsa-miR-4660	hsa-miR-4660	MIMAT0019728	
hsa-miR-4661-3p	hsa-miR-4661-3p	MIMAT0019730	
hsa-miR-4661-5p	hsa-miR-4661-5p	MIMAT0019729	
hsa-miR-4662a-3p	hsa-miR-4662a-3p	MIMAT0019732	
hsa-miR-4662a-5p	hsa-miR-4662a-5p	MIMAT0019731	
hsa-miR-4662b	hsa-miR-4662b	MIMAT0019736	
hsa-miR-4663	hsa-miR-4663	MIMAT0019735	
hsa-miR-4664-3p	hsa-miR-4664-3p	MIMAT0019738	
hsa-miR-4664-5p	hsa-miR-4664-5p	MIMAT0019737	
hsa-miR-4665-3p	hsa-miR-4665-3p	MIMAT0019740	
hsa-miR-4665-5p	hsa-miR-4665-5p	MIMAT0019739	
hsa-miR-4666a-3p	hsa-miR-4666a-3p	MIMAT0019742	
hsa-miR-4666a-5p	hsa-miR-4666a-5p	MIMAT0019741	
hsa-miR-4666b	hsa-miR-4666b	MIMAT0022485	
hsa-miR-4667-3p	hsa-miR-4667-3p	MIMAT0019744	
hsa-miR-4667-5p	hsa-miR-4667-5p	MIMAT0019743	
